"Year","Month","Flag","LatC5","LonC5","Hooks","ALBn","BETn","PBFn","SKJn","TUNn","YFTn","BILn","BLMn","BUMn","MLSn","SFAn","SSPn","SWOn","ALBmt","BETmt","PBFmt","SKJmt","TUNmt","YFTmt","BILmt","BLMmt","BUMmt","MLSmt","SFAmt","SSPmt","SWOmt"
1954,10,"JPN",7.50,-142.50,13485,0.00,163.00,0.00,0.00,0.00,45.00,37.00,0.00,92.00,2.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954,10,"JPN",7.50,-137.50,18914,0.00,813.00,0.00,0.00,0.00,129.00,14.00,6.00,163.00,6.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954,11,"JPN",2.50,-142.50,3626,0.00,10.00,0.00,0.00,0.00,57.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954,11,"JPN",7.50,-142.50,70499,0.00,2372.00,0.00,0.00,0.00,116.00,41.00,6.00,243.00,47.00,0.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954,11,"JPN",7.50,-137.50,258455,0.00,9481.00,0.00,0.00,0.00,1782.00,171.00,39.00,1053.00,131.00,0.00,0.00,118.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954,11,"JPN",7.50,-132.50,127331,0.00,4028.00,0.00,0.00,0.00,839.00,29.00,29.00,557.00,41.00,0.00,0.00,43.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954,11,"JPN",27.50,-147.50,3371,0.00,106.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954,11,"JPN",32.50,-142.50,2344,0.00,63.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954,12,"JPN",7.50,-147.50,26225,0.00,645.00,0.00,0.00,0.00,76.00,6.00,2.00,116.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954,12,"JPN",7.50,-142.50,101783,0.00,3536.00,0.00,0.00,0.00,400.00,6.00,8.00,294.00,151.00,0.00,0.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954,12,"JPN",7.50,-137.50,40666,0.00,1554.00,0.00,18.00,0.00,171.00,37.00,8.00,69.00,43.00,0.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954,12,"JPN",7.50,-132.50,161075,0.00,5862.00,0.00,104.00,0.00,1327.00,65.00,16.00,341.00,120.00,0.00,0.00,61.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954,12,"JPN",7.50,-127.50,28647,0.00,1243.00,0.00,45.00,0.00,870.00,10.00,0.00,76.00,45.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,1,"JPN",2.50,-142.50,2234,0.00,15.00,0.00,0.00,0.00,57.00,1.00,0.00,6.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,1,"JPN",7.50,-142.50,2234,0.00,7.00,0.00,3.00,0.00,49.00,8.00,0.00,4.00,6.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,1,"JPN",7.50,-132.50,4346,0.00,396.00,0.00,6.00,0.00,178.00,1.00,1.00,22.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,1,"JPN",7.50,-127.50,65948,0.00,2618.00,0.00,7.00,0.00,872.00,0.00,17.00,157.00,38.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,1,"JPN",7.50,-122.50,5040,0.00,183.00,0.00,0.00,0.00,48.00,0.00,1.00,6.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,2,"JPN",-12.50,-147.50,31661,610.00,48.00,0.00,0.00,0.00,409.00,11.00,8.00,742.00,3.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,2,"JPN",-12.50,-142.50,31465,854.00,34.00,0.00,0.00,0.00,430.00,3.00,14.00,721.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,2,"JPN",7.50,-127.50,2450,0.00,157.00,0.00,0.00,0.00,24.00,0.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,2,"JPN",7.50,-122.50,2380,0.00,62.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,3,"JPN",-17.50,-147.50,19880,297.00,15.00,0.00,0.00,0.00,350.00,20.00,15.00,437.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,3,"JPN",-12.50,-147.50,17640,213.00,14.00,0.00,0.00,0.00,202.00,4.00,15.00,482.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,3,"JPN",-12.50,-142.50,22365,556.00,22.00,0.00,0.00,0.00,290.00,3.00,8.00,385.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,3,"JPN",32.50,-147.50,17129,0.00,561.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,4,"JPN",-17.50,-147.50,2940,55.00,0.00,0.00,0.00,0.00,53.00,0.00,3.00,38.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,4,"JPN",-12.50,-147.50,5880,162.00,21.00,0.00,0.00,0.00,53.00,0.00,0.00,77.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,4,"JPN",-7.50,-142.50,2212,144.00,7.00,0.00,0.00,0.00,56.00,0.00,1.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,5,"JPN",-12.50,-147.50,10813,233.00,37.00,0.00,0.00,0.00,181.00,7.00,3.00,100.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,5,"JPN",-12.50,-142.50,10220,259.00,48.00,0.00,0.00,0.00,221.00,3.00,4.00,92.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,5,"JPN",-7.50,-147.50,25783,884.00,180.00,0.00,35.00,0.00,741.00,0.00,6.00,210.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,8,"JPN",7.50,-142.50,14269,0.00,853.00,0.00,52.00,0.00,249.00,7.00,10.00,43.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,9,"JPN",7.50,-142.50,18228,0.00,993.00,0.00,27.00,0.00,645.00,18.00,3.00,74.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,9,"JPN",7.50,-137.50,31686,0.00,1547.00,0.00,0.00,0.00,374.00,1.00,7.00,188.00,6.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,10,"JPN",-22.50,-142.50,2184,4.00,7.00,0.00,0.00,0.00,31.00,0.00,0.00,21.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,10,"JPN",-17.50,-147.50,4368,95.00,14.00,0.00,0.00,0.00,21.00,0.00,0.00,119.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,10,"JPN",-17.50,-142.50,6468,63.00,17.00,0.00,0.00,0.00,25.00,1.00,4.00,115.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,10,"JPN",-17.50,-137.50,2184,36.00,11.00,0.00,0.00,0.00,1.00,0.00,0.00,74.00,4.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,10,"JPN",7.50,-147.50,55134,0.00,1518.00,0.00,0.00,0.00,774.00,17.00,15.00,269.00,8.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,10,"JPN",7.50,-142.50,167140,0.00,5699.00,0.00,0.00,0.00,1419.00,23.00,31.00,1077.00,43.00,0.00,0.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,10,"JPN",7.50,-137.50,9660,0.00,234.00,0.00,0.00,0.00,95.00,0.00,4.00,83.00,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,11,"JPN",2.50,-142.50,2027,0.00,17.00,0.00,0.00,0.00,20.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,11,"JPN",7.50,-147.50,89767,0.00,1950.00,0.00,73.00,0.00,519.00,227.00,11.00,367.00,12.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,11,"JPN",7.50,-142.50,50800,0.00,1164.00,0.00,0.00,0.00,264.00,19.00,17.00,209.00,8.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,11,"JPN",7.50,-137.50,37537,0.00,1113.00,0.00,1.00,0.00,178.00,53.00,14.00,196.00,10.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,11,"JPN",7.50,-132.50,59360,0.00,1809.00,0.00,1.00,0.00,361.00,27.00,21.00,277.00,32.00,0.00,0.00,43.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,11,"JPN",7.50,-127.50,5880,0.00,134.00,0.00,0.00,0.00,57.00,0.00,6.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,12,"JPN",-17.50,-147.50,13482,328.00,17.00,0.00,0.00,0.00,234.00,1.00,0.00,286.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,12,"JPN",-12.50,-147.50,33146,1288.00,57.00,0.00,0.00,0.00,854.00,0.00,1.00,515.00,3.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,12,"JPN",7.50,-147.50,37589,0.00,1074.00,0.00,21.00,0.00,178.00,123.00,8.00,105.00,27.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,12,"JPN",7.50,-142.50,47317,0.00,1310.00,0.00,10.00,0.00,403.00,6.00,10.00,106.00,46.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,12,"JPN",7.50,-137.50,53682,0.00,1963.00,0.00,3.00,0.00,385.00,45.00,11.00,234.00,11.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,12,"JPN",7.50,-132.50,115192,0.00,3118.00,0.00,11.00,0.00,463.00,59.00,28.00,427.00,77.00,0.00,0.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,12,"JPN",7.50,-127.50,6216,0.00,101.00,0.00,3.00,0.00,85.00,14.00,0.00,35.00,3.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955,12,"JPN",32.50,-147.50,79148,25.00,4456.00,0.00,0.00,0.00,8.00,0.00,0.00,3.00,14.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,1,"JPN",-17.50,-147.50,56865,1583.00,76.00,0.00,0.00,0.00,822.00,3.00,7.00,1024.00,6.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,1,"JPN",-17.50,-142.50,9250,343.00,18.00,0.00,0.00,0.00,162.00,0.00,3.00,180.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,1,"JPN",-12.50,-147.50,105179,2104.00,138.00,0.00,0.00,0.00,2205.00,11.00,13.00,1448.00,16.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,1,"JPN",-12.50,-142.50,35109,842.00,79.00,0.00,0.00,0.00,653.00,0.00,3.00,484.00,1.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,1,"JPN",32.50,-147.50,43844,14.00,1986.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,1,"JPN",32.50,-142.50,7030,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,1,"JPN",37.50,-147.50,2634,0.00,154.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,2,"JPN",-17.50,-147.50,44669,1139.00,48.00,0.00,0.00,0.00,938.00,4.00,11.00,1489.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,2,"JPN",-17.50,-142.50,18048,522.00,25.00,0.00,0.00,0.00,244.00,0.00,0.00,479.00,6.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,2,"JPN",-12.50,-147.50,17766,182.00,11.00,0.00,0.00,0.00,351.00,3.00,6.00,293.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,2,"JPN",27.50,-147.50,43623,31.00,2293.00,0.00,6.00,0.00,2.00,2.00,0.00,2.00,8.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,2,"JPN",27.50,-142.50,7220,0.00,353.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,2,"JPN",32.50,-147.50,112290,11.00,3960.00,0.00,0.00,0.00,2.00,6.00,0.00,0.00,6.00,0.00,0.00,46.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,2,"JPN",32.50,-142.50,24985,17.00,1744.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,3,"JPN",-17.50,-147.50,6768,118.00,6.00,0.00,0.00,0.00,102.00,6.00,1.00,204.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,3,"JPN",-12.50,-147.50,2256,47.00,3.00,0.00,0.00,0.00,39.00,0.00,1.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,4,"JPN",-7.50,-147.50,2538,47.00,10.00,0.00,0.00,0.00,180.00,0.00,3.00,11.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,5,"JPN",-7.50,-147.50,22842,114.00,100.00,0.00,0.00,0.00,859.00,0.00,13.00,127.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,7,"JPN",-7.50,-142.50,8573,141.00,49.00,0.00,0.00,0.00,169.00,0.00,3.00,20.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,7,"JPN",-2.50,-142.50,2538,0.00,20.00,0.00,0.00,0.00,32.00,0.00,1.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,7,"JPN",-2.50,-127.50,5668,0.00,151.00,0.00,0.00,0.00,55.00,0.00,0.00,7.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,7,"JPN",2.50,-147.50,10152,4.00,173.00,0.00,0.00,0.00,575.00,0.00,1.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,7,"JPN",7.50,-147.50,5076,0.00,71.00,0.00,0.00,0.00,323.00,0.00,6.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,8,"JPN",-7.50,-127.50,9250,0.00,157.00,0.00,0.00,0.00,220.00,0.00,1.00,20.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,8,"JPN",-2.50,-137.50,2312,0.00,8.00,0.00,0.00,0.00,17.00,0.00,0.00,7.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,8,"JPN",-2.50,-127.50,35645,0.00,977.00,0.00,0.00,0.00,419.00,0.00,8.00,71.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,8,"JPN",2.50,-147.50,13705,0.00,241.00,0.00,0.00,0.00,684.00,0.00,0.00,21.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,8,"JPN",7.50,-147.50,33784,0.00,698.00,0.00,0.00,0.00,1441.00,0.00,8.00,96.00,4.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,8,"JPN",27.50,-147.50,39748,0.00,500.00,0.00,0.00,0.00,0.00,13.00,4.00,44.00,124.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,8,"JPN",32.50,-147.50,10916,0.00,156.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,9,"JPN",-7.50,-142.50,23068,37.00,286.00,0.00,0.00,0.00,846.00,0.00,7.00,123.00,1.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,9,"JPN",2.50,-147.50,38493,0.00,440.00,0.00,0.00,0.00,2050.00,13.00,7.00,190.00,17.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,9,"JPN",2.50,-142.50,2369,0.00,10.00,0.00,0.00,0.00,116.00,0.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,9,"JPN",2.50,-137.50,1974,0.00,44.00,0.00,0.00,0.00,78.00,3.00,1.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,9,"JPN",2.50,-122.50,1918,0.00,17.00,0.00,0.00,0.00,17.00,0.00,1.00,8.00,6.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,9,"JPN",7.50,-147.50,63887,0.00,947.00,0.00,0.00,0.00,2786.00,3.00,20.00,325.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,9,"JPN",7.50,-142.50,51296,0.00,1462.00,0.00,0.00,0.00,1038.00,0.00,18.00,336.00,6.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,9,"JPN",7.50,-127.50,3892,0.00,157.00,0.00,0.00,0.00,16.00,1.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,9,"JPN",7.50,-122.50,3948,0.00,72.00,0.00,0.00,0.00,23.00,3.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,9,"JPN",7.50,-117.50,5866,0.00,195.00,0.00,0.00,0.00,25.00,1.00,0.00,13.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,9,"JPN",27.50,-147.50,6384,0.00,118.00,0.00,0.00,0.00,11.00,0.00,0.00,11.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,9,"JPN",27.50,-142.50,4512,0.00,73.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,9,"JPN",32.50,-147.50,55452,0.00,1197.00,0.00,0.00,0.00,0.00,2.00,0.00,88.00,187.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,9,"JPN",32.50,-142.50,2087,0.00,56.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,9,"JPN",32.50,-137.50,16920,0.00,228.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,10,"JPN",-17.50,-147.50,2961,102.00,3.00,0.00,0.00,0.00,72.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,10,"JPN",-17.50,-142.50,105539,2267.00,365.00,0.00,0.00,0.00,926.00,3.00,11.00,1961.00,72.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,10,"JPN",-17.50,-137.50,49082,1507.00,140.00,0.00,0.00,0.00,814.00,0.00,4.00,801.00,20.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,10,"JPN",-7.50,-132.50,6712,0.00,216.00,0.00,0.00,0.00,162.00,0.00,0.00,25.00,4.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,10,"JPN",-7.50,-127.50,6847,0.00,298.00,0.00,0.00,0.00,186.00,0.00,4.00,21.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,10,"JPN",2.50,-147.50,2538,0.00,13.00,0.00,0.00,0.00,45.00,0.00,0.00,6.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,10,"JPN",2.50,-142.50,3835,0.00,123.00,0.00,0.00,0.00,102.00,1.00,1.00,13.00,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956,10,"JPN",2.50,-137.50,5753,0.00,68.00,0.00,0.00,0.00,90.00,0.00,0.00,23.00,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
